city,precinct,zip,race,party,sex,age,turf,voted01,voted00,voted99,family,famsize,represen,reached,other,goaway,nothome,bad,cant,nothing,contact,treatmen,primary
"ST PAUL","ST PAUL  W-1 P- 3",,"","","",34,111,"Abstained","Abstained","Abstained",20740,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",21,1130,"Voted","Voted","Voted",4892,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",20,113,"Abstained","Abstained","Abstained",5574,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",43,186,"Voted","Voted","Abstained",25785,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",37,137,"Abstained","Voted","Abstained",6459,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-10",,"","","",28,112,"Abstained","Voted","Abstained",21637,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",41,151,"Voted","Voted","Abstained",3016,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"Raleigh","01-28",,"B","D","F",39,7,"Abstained","Abstained","Abstained",23893,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"ST PAUL","ST PAUL  W-1 P-23",,"","","",29,185,"Abstained","Voted","Abstained",23538,4,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","I","M",43,20,"Abstained","Abstained",,13954,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","D","F",30,35,"Abstained","Abstained",,20884,4,"Listed","Yes",0,"No","No","No",,,"Yes","Treatment","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","I","F",26,35,"Abstained","Abstained",,20877,4,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"DETROIT","",,"","","M",52,703,"Abstained","Abstained","Abstained",12438,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-44",,"W","D","F",49,13,"Voted","Voted","Abstained",44064,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",31,101,"Voted","Voted","Abstained",3303,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-02",,"W","I","M",44,16,"Voted","Voted","Voted",54171,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",43,124,"Abstained","Voted","Abstained",839,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",21,105,"Abstained","Abstained","Abstained",3000,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"Raleigh","07-04",,"W","I","M",44,20,"Abstained","Voted","Abstained",55437,4,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"COLUMBUS","5A",,"","I","",89,110,"Abstained","Abstained","Abstained",12730,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",66,762,"Abstained","Abstained","Voted",14485,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Bridgeport","Harbor View Towers",,"","I","F",23,17,"Abstained","Abstained",,13268,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",32,137,"Abstained","Voted","Abstained",6191,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","5A",,"","I","",89,109,"Abstained","Voted","Abstained",13402,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",50,1206,"Voted","Voted","Abstained",26685,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Raleigh","01-28",,"W","D","F",50,7,"Abstained","Voted","Voted",24085,2,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-1 P-23",,"","","",63,187,"Voted","Voted","Abstained",26376,3,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"Raleigh","01-37",,"W","D","F",39,9,"Voted","Voted","Voted",35144,2,"Listed","No",0,,,"No",,,"No","Control",
"Bridgeport","Luis Munoz Marin S",,"","D","M",29,2,"Abstained","Abstained",,3444,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"COLUMBUS","3A",,"","I","",89,18,"Abstained","Abstained","Abstained",13846,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",34,124,"Abstained","Voted","Abstained",2570,3,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"DETROIT","",,"","","M",75,762,"Voted","Voted","Abstained",14450,4,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",33,1118,"Abstained","Voted","Abstained",26548,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Abstained","Abstained",14683,4,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Bridgeport","Harbor View Towers",,"","D","F",33,48,"Abstained","Voted",,31605,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Raleigh","07-07",,"B","D","F",57,21,"Voted","Voted","Voted",60525,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-09",,"W","D","F",80,24,"Voted","Voted","Voted",63468,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","M",37,706,"Voted","Voted","Abstained",11936,2,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Voted"
"Raleigh","07-01",,"W","I","F",35,14,"Abstained","Voted","Abstained",53859,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"ST PAUL","ST PAUL  W-1 P-22",,"","","",30,190,"Abstained","Voted","Abstained",27950,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Black Rock School",,"","R","M",43,24,"Abstained","Abstained",,14921,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"DETROIT","",,"","","F",35,707,"Voted","Voted","Abstained",12292,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",38,1222,"Voted","Voted","Abstained",25260,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Bridgeport","Beardsley School",,"","D","M",36,1,"Voted","Voted",,484,2,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-22",,"","","",58,190,"Voted","Voted","Voted",206,4,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Voted"
"COLUMBUS","6A",,"","","",89,412,"Abstained","Voted","Abstained",19095,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",74,121,"Abstained","Abstained","Abstained",1129,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",37,152,"Abstained","Abstained","Abstained",3486,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-09",,"W","R","F",45,24,"Abstained","Voted","Abstained",63085,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"ST PAUL","ST PAUL  W-4 P-10",,"","","",29,1120,"Abstained","Voted","Abstained",7384,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",20,101,"Abstained","Abstained","Abstained",3153,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"COLUMBUS","6A",,"","D","",89,401,"Voted","Voted","Voted",12101,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-02",,"W","D","F",49,16,"Voted","Voted","Voted",54481,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","F",62,745,"Voted","Voted","Abstained",11227,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"COLUMBUS","6B",,"","I","",89,401,"Abstained","Abstained","Abstained",22559,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P-10",,"","","",21,1120,"Abstained","Abstained","Abstained",21069,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",23,151,"Abstained","Abstained","Abstained",3984,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","D","F",70,36,"Voted","Voted",,21220,1,"Listed","No",0,"No","No","No",,,"No","Treatment","Abstained"
"DETROIT","",,"","","M",50,747,"Voted","Voted","Abstained",13844,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"DETROIT","",,"","","F",71,1215,"Voted","Voted","Abstained",26074,4,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"Raleigh","07-07",,"W","R","F",48,22,"Abstained","Abstained","Abstained",61065,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",34,28,"Abstained","Voted","Abstained",2287,1,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Abstained"
"Raleigh","07-04",,"B","D","F",48,20,"Voted","Voted","Voted",56937,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-28",,"B","D","F",74,7,"Voted","Voted","Voted",23824,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",21,113,"Abstained","Voted","Abstained",4896,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","01-44",,"W","D","F",30,13,"Abstained","Abstained","Abstained",44605,3,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",5958,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",19,1118,"Abstained","Voted","Abstained",26611,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-37",,"W","I","F",48,9,"Abstained","Voted","Voted",34666,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"Raleigh","01-28",,"B","D","F",53,8,"Abstained","Voted","Abstained",24613,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"DETROIT","",,"","","F",55,1222,"Abstained","Voted","Abstained",25182,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",10794,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",45,715,"Voted","Voted","Abstained",11863,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Raleigh","07-07",,"W","R","F",37,22,"Abstained","Abstained","Abstained",60688,2,"Listed","No",0,,,"No",,,"No","Control",
"Bridgeport","Longfellow School",,"","I","F",26,15,"Abstained","Abstained",,11816,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",38,185,"Abstained","Voted","Voted",23476,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",22,136,"Abstained","Abstained","Abstained",7088,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",74,151,"Voted","Voted","Voted",3013,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Voted"
"Raleigh","07-04",,"W","R","F",44,20,"Abstained","Voted","Abstained",55417,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-07",,"O","R","F",68,22,"Abstained","Voted","Abstained",61203,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",56,1178,"Abstained","Abstained","Abstained",27906,3,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",36,152,"Abstained","Abstained","Abstained",3869,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-37",,"W","D","F",41,9,"Voted","Voted","Abstained",34408,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-04",,"B","D","F",46,20,"Voted","Voted","Voted",57028,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-09",,"W","R","F",63,24,"Voted","Voted","Abstained",63123,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","M",31,771,"Voted","Voted","Abstained",13137,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-12",,"W","D","F",31,5,"Voted","Voted","Abstained",9388,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"COLUMBUS","6A",,"","","",89,412,"Abstained","Abstained","Abstained",6709,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3F",,"","","",89,17,"Voted","Voted","Abstained",15591,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Raleigh","01-12",,"W","D","M",35,5,"Abstained","Abstained","Abstained",9069,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"ST PAUL","ST PAUL  W-1 P-23",,"","","",27,186,"Abstained","Abstained","Abstained",27069,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6C",,"","I","",89,412,"Abstained","Voted","Abstained",2683,1,"Listed","No",0,,,,"Yes",,"No","Treatment","Abstained"
"Raleigh","01-01",,"W","I","M",35,2,"Voted","Voted","Abstained",952,2,"Listed","No",0,"Yes","No","No","No","No","No","Treatment",
"Raleigh","07-07",,"W","D","M",25,22,"Abstained","Abstained","Abstained",60342,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6B",,"","I","",89,402,"Abstained","Voted","Voted",24771,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","07-07",,"W","D","M",30,22,"Abstained","Voted","Voted",60751,3,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6C",,"","I","",89,404,"Abstained","Abstained","Abstained",8796,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",41,1111,"Abstained","Voted","Abstained",8933,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",58,707,"Abstained","Abstained","Abstained",12279,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",61,187,"Abstained","Voted","Abstained",25234,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",24,1206,"Abstained","Abstained","Abstained",26658,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",27,111,"Abstained","Abstained","Abstained",5180,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6B",,"","I","",89,401,"Abstained","Abstained","Abstained",6402,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",57,1222,"Voted","Voted","Abstained",25223,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"ST PAUL","ST PAUL  W-1 P- 3",,"","","",89,110,"Abstained","Voted","Abstained",22872,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-28",,"W","D","M",78,7,"Voted","Voted","Voted",24414,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","07-07",,"W","D","F",52,22,"Voted","Voted","Abstained",61049,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",44,152,"Voted","Voted","Abstained",2827,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-22",,"","","",39,192,"Abstained","Abstained","Abstained",28505,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",8140,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"COLUMBUS","3F",,"","I","",89,17,"Abstained","Voted","Abstained",4997,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",39,703,"Voted","Voted","Abstained",11919,1,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",32,124,"Abstained","Voted","Abstained",69,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-12",,"W","D","F",27,4,"Abstained","Voted","Abstained",9461,3,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-37",,"W","R","M",61,9,"Abstained","Voted","Abstained",35044,3,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",37,137,"Voted","Voted","Abstained",6498,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"COLUMBUS","3A",,"","I","",89,15,"Abstained","Abstained","Abstained",13538,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",61,134,"Abstained","Abstained","Abstained",8242,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",16614,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",31,111,"Abstained","Abstained","Abstained",5433,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6B",,"","I","",89,402,"Abstained","Voted","Abstained",7589,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",51,113,"Voted","Voted","Abstained",5340,3,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",27,29,"Abstained","Voted","Abstained",7524,4,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","D","F",41,23,"Abstained","Voted",,14500,2,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",45,28,"Voted","Voted","Abstained",5664,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"DETROIT","",,"","","F",43,1206,"Abstained","Voted","Abstained",26589,2,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",60,28,"Voted","Voted","Voted",6489,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",35,137,"Abstained","Abstained","Abstained",1948,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-01",,"W","D","M",39,14,"Abstained","Abstained","Abstained",53484,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"COLUMBUS","2B",,"","I","",89,109,"Abstained","Abstained","Voted",12736,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","D","F",42,2,"Abstained","Abstained",,3479,3,"Listed","No",0,"No","No","No",,,"No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",50,1130,"Abstained","Voted","Voted",4253,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Voted"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",49,187,"Voted","Abstained","Voted",25831,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"DETROIT","",,"","","F",43,1220,"Abstained","Abstained","Abstained",23385,4,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"DETROIT","",,"","","F",49,1142,"Abstained","Abstained","Abstained",29172,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-10",,"","","",71,113,"Abstained","Voted","Abstained",19131,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6A",,"","","",89,412,"Abstained","Voted","Abstained",6866,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Raleigh","07-07",,"W","I","M",59,22,"Abstained","Voted","Voted",61626,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"Raleigh","01-44",,"B","D","F",29,13,"Abstained","Voted","Abstained",44168,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","F",39,763,"Voted","Voted","Abstained",14525,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"COLUMBUS","6C",,"","R","",89,412,"Abstained","Voted","Abstained",2212,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",28,101,"Abstained","Abstained","Abstained",3528,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","7A",,"","I","",89,707,"Abstained","Abstained","Abstained",24564,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",29,101,"Abstained","Abstained","Abstained",4049,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",59,29,"Voted","Voted","Voted",7144,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Voted"
"Raleigh","01-37",,"W","D","F",73,9,"Voted","Voted","Voted",34903,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","01-44",,"W","D","F",40,11,"Abstained","Voted","Abstained",43966,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-01",,"W","I","M",24,1,"Abstained","Voted","Abstained",265,3,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",39,101,"Voted","Voted","Abstained",3448,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Voted"
"Raleigh","07-07",,"W","D","F",32,22,"Abstained","Abstained","Abstained",60073,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-04",,"W","R","M",50,20,"Abstained","Voted","Abstained",56371,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",81,741,"Abstained","Voted","Voted",11329,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",52,1210,"Voted","Voted","Abstained",26398,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Bridgeport","Colombus School",,"","I","F",48,23,"Abstained","Abstained",,14526,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"DETROIT","",,"","","F",76,706,"Abstained","Abstained","Abstained",12080,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","3A",,"","I","",89,18,"Abstained","Abstained","Abstained",6194,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-12",,"W","I","M",27,5,"Abstained","Voted","Abstained",9282,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"Raleigh","01-44",,"W","D","M",60,12,"Abstained","Abstained","Abstained",43330,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","M",42,770,"Abstained","Abstained","Abstained",13817,2,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"Raleigh","07-07",,"W","I","F",23,22,"Voted","Voted","Abstained",61172,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",40,124,"Abstained","Abstained","Abstained",2957,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",56,715,"Voted","Voted","Abstained",11892,3,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Voted"
"ST PAUL","ST PAUL  W-4 P-10",,"","","",46,1120,"Voted","Voted","Voted",22069,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",19,102,"Abstained","Voted","Abstained",4799,4,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","D","M",66,45,"Abstained","Abstained",,27845,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"DETROIT","",,"","","M",27,711,"Abstained","Abstained","Abstained",11756,1,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",6312,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",44,1117,"Voted","Voted","Abstained",28038,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",21,765,"Abstained","Abstained","Abstained",11523,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","6B",,"","I","",89,401,"Abstained","Voted","Abstained",13238,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",41,1116,"Voted","Voted","Abstained",7939,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-02",,"W","R","M",69,16,"Abstained","Voted","Abstained",54451,3,"Listed","No",0,,,"No",,,"No","Control",
"Bridgeport","Longfellow School",,"","D","F",43,47,"Abstained","Voted",,31515,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",35,102,"Abstained","Abstained","Abstained",4338,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",43,1190,"Abstained","Abstained","Abstained",33637,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Raleigh","07-01",,"W","R","M",53,15,"Voted","Voted","Voted",53508,4,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",21,124,"Abstained","Abstained","Abstained",2892,4,"Listed","No",0,"Yes","No","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",80,1372,"Abstained","Voted","Abstained",19235,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
